"ContractType","PaymentMethod","Autopay","ServiceType","MonthlyCharges","DateOfServiceStart","ServiceCalls","DataUsagePerMonth","CustomerAge","Churn","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"Monthly","Credit Card","Yes","Fiber Optic",94.29,2010-02-05,2,280.01,60,"No","0.691037500432032","0.00642559075431483","0.0355168287820031","0.0919353725800883","0.207215909735116","-0.0620781224872804","0.575511293514264","0.693425843007902","-0.184891936251269","0.211127491141335","0.271982570872613","0.376716085264228","0.365472546728132","0.163900833358263","0.235976044424931","-0.0365921594541797","0.0867771153274708","0.174116522270854","0.0527536767403352","0.23871393311544"
"2-Year","Credit Card","Yes","DSL2",65.98,2016-08-19,3,115.96,35,"No","0.191341075940605","0.0667530367057138","-0.269893317916313","-0.154903470878231","-0.103855262541737","-0.76261559521869","-1.09477825837155","0.124512466111349","-0.602246746201994","-0.406532814769815","0.0154304074350087","-0.111548670710966","0.233057359019966","-0.832819444912651","0.0416052344504454","-0.539966858185203","-0.594339251806973","-0.560912689565824","-0.281669543187414","-0.669200035996551"
"Monthly","Credit Card","Yes","DSL1",56.61,2011-05-18,4,181.78,34,"No","-0.93519033639064","-0.937511854926788","-0.931040350539892","-1.62909701101721","-0.869692634851384","-1.56364962300216","-1.27709940799079","-0.751358747435807","-1.70447061327299","-0.940784398815483","-1.6777522318355","-0.829815299706721","-0.887502921582892","-0.977890887747708","","-0.76056458367549","-0.205726140445755","-1.34738388910362","-1.23792160263909","-0.616631245768611"
"Monthly","Credit Card","Yes","Fiber Optic",85.18,2011-03-25,4,190.13,44,"No","-0.753595638831439","-0.639101324051208","","-0.305505947767968","-1.08132047118741","-0.257311086258989","-0.19010272356879","0.27533979594619","-0.285981380484037","-0.528693159760159","-0.200047449642955","-0.26905478862208","-0.0717074310885343","-0.858376508355302","0.0785440715857552","-0.579821282676303","-0.390222224699604","-0.552949374154586","-0.664586982254444",""
"1-Year","Bank Transfer","Yes","DSL2",69.97,2014-11-02,1,165.54,44,"No","0.461209277262773","0.295159072872277","0.0384632846540061","0.541197459532722","","0.372188596193652","0.410787432553154","0.257748026122252","0.518257329796524","0.333917824985775","0.0452806851674972","0.397759645767992","0.132253720346596","0.828462021521783","-0.0684283776244407","-0.00378429593967236","0.417239103301586","0.224773193391801","0.584887154172309","0.215810911012356"
"Monthly","Credit Card","Yes","DSL2",76.4,2020-11-04,2,281.64,54,"Yes","-1.36098385833331","-1.1701538804094","-0.891892576299848","-1.05270810774401","-1.36857959286182","","-0.756266482370017","-0.894628185770816","-1.2948145899792","-1.36312271572418","-1.32140822180739","-1.0284350724859","-0.920859359679776","-1.35871407320392","-1.40630240567126","-0.845945937360381","-1.48488574102207","-0.325298668767855","-1.47477871290898",""
"Monthly","Check","No","DSL2",78.87,2012-06-20,2,244.65,49,"No","-0.685808137669842","-0.981556897498891","-1.04731904115842","-0.62153492900057","-0.822164927503174","-0.513327193185226","-1.12548805479563","-1.22917608188599","-0.803680987302878","-0.985963478342498","-1.09093778275827","-0.983787436196363","-0.501240354878595","-1.24940499356099","-1.03120599407219","-1.1617923829662","-0.591584435946516","-1.40887975538231","-1.17808118884073","-0.889765967840079"
"Monthly","Credit Card","No","Fiber Optic",53.71,2020-10-30,4,170.54,44,"No","-0.357818669167419","-0.706477213398328","-0.249084184756913","-0.181780860198468","0.326614545188298","0.0507522103629621","-0.0509198231837487","0.153323091702327","-0.641737137949069","-0.631179817143563","-0.245783327312329","0.113797331113089","-0.0620303863003113","0.0581323945416078","-0.700427518001903","-0.802873943971424","0.144051287529014","-0.390805186759936","-0.391673817646162","0.0237399888397929"
"Monthly","Check","No","DSL3",144.46,2012-08-14,2,228.63,38,"Yes","1.17294350113396","","0.909992044978376","0.936411717925189","0.810297221564058","-0.221613952176723","0.371774500633201","0.554856278945344","0.85041767751074","0.870568697267928","0.0974892682364356","0.79119290497591","0.85242538191311","0.166495538461839","0.365587859124464","","","0.680130476476744","0.139574215242058","0.636022882304456"
"Monthly","Bank Transfer","No","Fiber Optic",48.4,2017-06-09,2,203.92,30,"No","-1.15480946588288","-1.41990672764833","","-1.26140347686671","-0.856140554810219","-1.11636201565818","-1.41220260842554","-1.07797340497181","-1.58563252336448","-1.20929479567001","-1.74393925914162","-1.7452142492979","-1.58116172571525","-1.65471945348371","-1.49696931256466","-1.29246116771165","-1.10881255481224","-0.342251387338868","-1.1420454509551","-1.36993812128418"
"1-Year","Credit Card","No","Fiber Optic",47.06,2013-05-21,3,152.92,48,"No","-1.99196279999032","-2.5560703467503","-1.84881385739571","-1.70414184954145","-2.31779196351091","-1.97408679430153","-1.97181811191235","-2.10964545561959","-1.99121980198247","-2.66018910739613","","-2.75045967579893","-2.4336884981518","-1.95363280349536","-2.4396387980116","-1.93136083863608","-1.55486045647259","-2.27826475487813","-1.97960604131082","-1.51478650970676"
"Monthly","Check","No","Fiber Optic",80.72,2012-10-15,4,253.41,40,"Yes","0.289371394126452","0.452847186119369","0.27924132145805","0.268332389075993","0.219742487892843","0.320818454868799","0.787163696817707","0.00285238648317336","0.423406661704553","","0.414319594841076","0.197436086788554","0.0578830997594567","-0.162744292484012","-0.321565403133482","0.565296656420595","-0.179371108491093","0.614049397830972","0.614010226008869","-0.135493810218731"
"2-Year","Bank Transfer","Yes","DSL3",96.28,2018-01-15,1,167.59,44,"No","0.534709447899158","0.721941040361239","1.2671982498581","","1.31112489799653","0.758914783800097","0.640810932965084","0.0367444703106294","0.814561634886662","1.36606675317011","0.823425961392787","1.47695406862843","1.66434678531679","0.536187617928597","0.928303586206606","1.45503536803085","1.48201449416938","0.817389027647952","0.996881100593053","1.14565426946693"
"1-Year","Credit Card","Yes","DSL2",76.33,2011-04-11,8,160.3,30,"No","1.05498226961327","0.726039527549747","0.412141538172162","1.01476015259494","0.29109332863785","0.440717245207463","1.04026358441598","1.02629721973084","1.21493876586202","1.12795084919629","0.640989412201796","0.415604927564619","1.09302563842755","0.322439709678095","0.412733233544464","0.268379935175907","0.690587953331691","0.17889485852557","0.750992128777341",""
"1-Year","Bank Transfer","Yes","Fiber Optic",80.5,2013-04-09,5,277.26,57,"No","-0.545548750964328","-0.152657472830662","-0.125278435446601","-0.0299131250534924","-0.0461928744133544","-0.154311691514044","","-0.157435913108722","-0.305277662407942","-0.427143849416332","-0.305831695606274","-0.33817655476509","-0.0228173479780775","0.0269168555670419","-0.539583732740606","0.094443925376653","-0.599174033891603","-0.265766904585941","-0.201732423109913","-0.0265409043840076"
"Monthly","Credit Card","Yes","Other",72.39,2014-10-03,1,174.01,56,"No","0.312422088840105","0.467435707398527","-0.00143428067502059","0.0511586606411306","0.652568175529273","-0.0594686671583334","0.532365275293945","0.316402087208463","0.0629303135014229","-0.114201477224628","","-0.00140879120359606","0.00794542215425609","0.324460703838625","0.167505090396461","0.336946507304304","0.0103692908140141","0.185377215943018","0.792672135809486","0.618931495148088"
"Monthly","Credit Card","No","Fiber Optic",77.11,2016-09-08,4,202.6,47,"No","0.283183711568768","-0.452908952777419","0.634225647868479","0.448615790187564","0.16426625904251","0.166469789541799","0.401499393869914","","-0.0197123460663856","-0.0411049724953386","0.626712294287448","0.46509541055782","0.260993912048553","0.623705930326073","0.378090710142067","0.621508274884246","0.454134749131675","0.557285281753274","0.453759916959726","0.430309881159394"
"Monthly","Check","No","Fiber Optic",46.56,2017-07-23,2,209.34,46,"No","0.802176775069854","1.35941422020406","0.973567728815843","0.885511639546075","0.527479881201817","0.90049612400916","1.37283063367897","1.09940992763294","0.975811919264291","1.16831340064886","0.79095640724632","0.692367495213494","1.18816842260117","0.689163207946709","0.676514920887244","0.635445774519259","1.07277869560175","0.788312453221596","0.546917354988223",""
"Monthly","Credit Card","No","Fiber Optic",80.8,2011-11-24,2,197.7,47,"No","-0.0324344207180812","0.83108763913958","0.231279352628453","-0.342844580659844","0.218706847558147","0.303817277773618","-0.164715135657306","0.188311524034531","0.183370217815075","0.364535917939526","-0.342613458389309","-0.272712331870417","0.0167555177044929","-0.50820754111645","0.500414700332631","-0.0973063550042079","-0.0991086700482744","0.361194270883469","-0.172754079352983","-0.310065800957673"
"Monthly","Bank Transfer","No","Fiber Optic",53.18,2012-04-14,4,235.5,37,"No","1.27407590562391","0.58535147528216","1.31390360072087","0.502545366171958","1.44086187856138","0.0517411171636786","0.946514161118761","-0.0654135045810205","1.02588700872921","-0.106121750972125","","0.676698248491632","","0.969753892882028","1.02268281278048","0.832166554498544","1.3038504987392","0.344207332061014","0.716694629798611","0.866133250112411"
"Monthly","Check","No","Fiber Optic",87.17,2017-08-20,1,178.25,51,"No","1.63220135125265","","1.45586706142875","1.75228185836014","1.46682366005262","2.01999636925985","1.71717652164574","2.11839806108089","","1.16833680647397","1.78480812147628","1.01011057036062","2.24936984510617","1.21654302635173","1.45348920806263","1.68809063608593","1.04732312206562","","0.9173793976046","1.75610570483295"
"Monthly","Credit Card","Yes","Other",55.23,2010-02-21,2,227.39,47,"No","-0.923221955295738","-0.777903240539474","-1.23123061612889","-1.02150130473774","-0.570264204445171","-1.14659259844205","-0.932330203212257","-0.959121728291408","-1.00713218394434","-0.730643043882535","-1.40048503134694","-0.815398373569651","-0.8231950088072","-0.996793898764262","-0.752404442365393","-0.933385644129175","-0.226127678043351","-0.950527409880882","-0.327807067572123","-0.959037335197223"
"Monthly","Credit Card","No","DSL1",80.56,2012-12-26,3,126.34,54,"No","0.906693601438362","0.296928043867252","0.34530351953179","0.846457582893815","0.235857109606625","0.617915466338288","-0.163509777488865","0.427742805697319","0.743688664983189","0.828885785946411","0.821407764022947","0.32310953931549","0.187693045013344","0.395340955448938","0.876667586273919","0.455106489477085","1.09869963426177","0.850367972327358","0.31969365517066","0.532673084217586"
"Monthly","Bank Transfer","Yes","DSL1",85.35,2017-08-18,1,185.39,33,"No","0.00737675663535796","0.0140054702578408","-0.425025206974493","-0.96936530658582","-0.367597068468153","-0.776052153026758","-0.165800837137872","-0.780794265050949","-0.491030653445338","-0.657052354083487","-0.867042394704053","-0.817230033547903","-0.746554183283541","-0.291610726691567","","-0.210004806513956","-0.495363302221707","-1.41430336065615","","-0.36063420798577"
"2-Year","Bank Transfer","Yes","Fiber Optic",54.55,2016-09-29,3,228.55,37,"No","0.55774886797158","-0.288131145018706","0.17279160833312","-0.0350399922323274","0.316409658975082","-0.544867293697589","-0.0817638043679409","0.413619200068061","0.496417474577054","-0.110613991666651","-0.265915595091546","0.569889758381489","","-0.123830768748427","","-0.0191505832374375","0.385615780074556","0.0924688469530745","","-0.399355798536024"
"1-Year","Bank Transfer","Yes","DSL2",59.25,2012-06-11,1,137.15,39,"Yes","-1.09935544190162","-0.933577193218123","-0.608073959605146","-0.438599805245546","-0.522953309496345","-0.0727675387258838","-0.484580241790425","-0.444713775563215","-0.881181754209671","-0.44122399745085","-0.241483238530007","-0.391983641875228","-0.0842618589639766","-0.677163719147919","0.107319032442195","-0.952524570184927","-0.454420261157","-0.248817484640704","-0.721204934594983","-0.290828338987532"
"Monthly","Bank Transfer","Yes","Fiber Optic",125.04,2017-07-15,2,179.05,50,"No","0.374202513268766","","-0.425357831586164","-0.549906296691771","-0.69031359818112","0.236602418153817","0.249880777524356","0.0644351252758642","-0.191261643763118","0.062097584466838","0.343851575843315","-0.0108055019002857","-0.336501083352427","0.233083710295966","","0.267793948421907","-0.133176692653543","-0.286780762247413","-0.55283127219917","-0.118467870814426"
"1-Year","Check","No","DSL3",37.51,2019-11-21,2,162.56,64,"No","1.20131954671726","0.615103944309684","0.815744341730823","0.62006635592547","0.437860620120543","","0.529651131590613","0.997760088314348","","-0.412494750792753","0.895257154822383","0.246844781603541","0.739789301262908","0.0960073003771738","1.01981581158682","0.355050857493936","1.16242561975353","0.278127094048702","1.00536638839501","0.526954666072195"
"Monthly","Bank Transfer","No","Fiber Optic",92.51,2010-08-25,5,177.59,50,"No","1.27062183667516","0.740087135953707","0.550091727069635","0.665295347270807","0.871855834981553","0.854049270732945","0.773382610641293","1.31901503128034","0.390081450593472","0.77521526839005","0.533509053285244","0.919748141193936","0.73558808784227","0.86770784128738","","0.645783596794629","0.918226771720475","1.2686753582299","1.00706717642423","0.320102433887877"
"1-Year","Bank Transfer","Yes","DSL2",85.65,2012-04-08,5,164.3,64,"No","0.929537900333136","1.61629318964418","","0.389782222388197","1.40161851786968","1.43641980786097","0.727206463637563","0.490353342233288","1.01283003661837","0.562754605384934","1.06407410786983","0.829842912200813","1.31594137036972","0.989052946346969","0.607010145826183","0.763623986966298","0.942963146533718","1.20646326437146","1.32543167667833","1.09365882086775"
"Monthly","Credit Card","Yes","Fiber Optic",84.96,2012-11-23,3,134.06,63,"No","1.0007364206075","0.986142167750136","0.894989769255779","0.763835010499382","0.688058863886257","0.51725473650725","0.791455950314978","0.396925735044429","0.704952332840318","","0.804312865282501","0.82190449579059","1.63465245078791","1.32241848563656","1.04479703705563","0.770502565236812","0.713317268820577","1.62285044474309","1.22369349021166","0.964727313904872"
"Monthly","Check","No","Fiber Optic",91.58,2011-01-24,0,206.55,59,"No","0.582549022688522","0.522237877709177","0.914373783145376","0.857955915461301","0.361967780757751","0.942163360850371","0.499772253370475","0.705506379626909","0.377067867679193","-0.0980923259918602","0.459315091642131","0.481303694925091","0.880403616195828","0.656267368129359","1.03043174367613","1.16835892214957","0.322258374780798","1.00722128685386","0.0547932030346903","0.678337627031531"
"Monthly","Credit Card","Yes","Fiber Optic",31.42,2018-08-31,3,102.23,25,"No","","-0.164247504276261","0.205180583085257","-0.378095883670457","-0.204850773299964","-0.545197152834924","-0.263771862391948","-0.687900413054433","-0.455883632609032","-0.442947983110355","0.135112427861837","-0.465579187462548","-0.34502036043721","-0.479373362762622","-0.0380407947132103","","0.317317006162558","0.351928047602849","-0.382736583324831","-0.620109045328571"
